country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Singapore,2011,SGP,5182242.0,319718127421.0,0.0,0.0,47.0,2.6,5.856,47.271,2.675,5.999,9.122,0.148,0.057,9.069,0.147,0.057,0.029,0.006,199.044,38.409,0.623,0.0,1608.384,1612.427,6.095,0.0,152.21,19.367,1450.079,,159035.375,2.578,0.0,0.0,15.008,2.896,10.015,10.064,0.271,0.052,3.715,0.717,1.204,0.232,31.963,6.168,,,824.16,0.0,0.136,0.116,0.0,0.0,0.117,0.073,0.001,0.0,0.084,0.002,0.299,,0.0,0.235,0.004,0.283,,0.067,0.0,0.001,0.001,0.0,52.152,51.901,152.044,323.497
Singapore,2012,SGP,5293345.0,333899221028.0,0.0,0.0,46.1,-0.9,-1.915,46.34,-0.931,-1.97,8.754,0.139,0.056,8.709,0.138,0.055,0.095,0.018,205.419,38.807,0.615,0.0,1654.484,1658.767,6.19,0.0,168.485,19.607,1479.81,,157040.891,2.49,0.0,0.0,16.274,3.074,9.617,9.66,0.24,0.045,3.751,0.709,1.074,0.203,29.73,5.617,,,831.272,0.0,0.132,0.111,0.001,0.0,0.117,0.074,0.001,0.0,0.089,0.002,0.299,,0.0,0.249,0.004,0.26,,0.068,0.0,0.001,0.001,0.0,51.136,50.906,159.319,345.595
Singapore,2013,SGP,5385589.0,349985256634.0,0.0,0.0,47.0,0.9,1.952,47.267,0.927,2.001,8.777,0.135,0.056,8.727,0.134,0.056,1.0,0.186,241.815,44.9,0.691,0.0,1701.484,1706.034,7.19,0.0,186.808,19.875,1507.486,,156552.797,2.409,0.0,0.0,18.324,3.402,9.744,9.791,0.267,0.05,4.352,0.808,1.144,0.212,27.676,5.139,,,843.129,0.0,0.133,0.114,0.007,0.0,0.118,0.074,0.001,0.0,0.096,0.002,0.297,,0.0,0.279,0.004,0.24,,0.069,0.0,0.001,0.001,0.0,52.73,52.478,194.815,414.5
Singapore,2014,SGP,5457899.0,363759075569.0,0.0,0.0,47.6,0.6,1.277,47.909,0.642,1.358,8.778,0.132,0.056,8.721,0.131,0.055,1.473,0.27,189.474,34.716,0.521,0.0,1749.084,1753.943,8.663,0.0,206.024,20.184,1534.398,,157654.781,2.365,0.0,0.0,19.215,3.521,9.768,9.82,0.309,0.057,4.53,0.83,1.199,0.22,26.912,4.931,,,860.464,0.0,0.134,0.114,0.01,0.0,0.118,0.075,0.001,0.0,0.102,0.002,0.296,,0.0,0.291,0.005,0.233,,0.07,0.0,0.001,0.001,0.0,53.595,53.312,141.874,298.055
Singapore,2015,SGP,5525343.0,374587437267.0,0.0,0.0,49.4,1.8,3.782,49.525,1.616,3.372,8.963,0.132,0.054,8.941,0.132,0.054,1.539,0.279,162.943,29.49,0.435,0.0,1798.484,1803.468,10.202,0.0,225.58,20.309,1562.703,,164988.625,2.434,0.0,0.0,19.556,3.539,10.008,10.033,0.125,0.023,4.718,0.854,1.197,0.217,28.305,5.123,,,911.619,0.0,0.14,0.118,0.011,0.0,0.119,0.076,0.001,0.0,0.108,0.002,0.295,,0.0,0.291,0.002,0.24,,0.071,0.0,0.001,0.001,0.0,55.433,55.296,113.543,229.844
Singapore,2016,SGP,5577936.0,388078809982.0,0.0,0.0,49.1,-0.3,-0.607,49.206,-0.319,-0.643,8.822,0.127,0.051,8.803,0.127,0.051,1.616,0.29,161.749,28.998,0.417,0.0,1847.584,1852.674,11.818,0.0,245.625,20.415,1590.141,,172266.609,2.476,0.0,0.0,20.046,3.594,9.817,9.842,0.106,0.019,4.482,0.804,1.194,0.214,27.438,4.919,,,960.892,0.0,0.139,0.121,0.011,0.0,0.119,0.077,0.002,0.0,0.114,0.002,0.293,,0.0,0.29,0.002,0.231,,0.072,0.0,0.001,0.001,0.0,54.896,54.757,112.649,229.428
Singapore,2017,SGP,5604087.0,405715948493.0,0.0,0.0,50.1,1.0,2.037,50.203,0.997,2.025,8.958,0.124,0.051,8.94,0.123,0.051,3.404,0.607,169.493,30.245,0.418,0.0,1897.684,1902.877,15.222,0.0,265.78,20.518,1616.683,,175960.0,2.431,0.0,0.0,20.155,3.596,10.054,10.08,0.103,0.018,4.937,0.881,1.324,0.236,26.542,4.736,,,986.095,0.0,0.139,0.122,0.023,0.0,0.119,0.077,0.002,0.0,0.119,0.002,0.292,,0.0,0.284,0.002,0.22,,0.072,0.0,0.001,0.001,0.0,56.491,56.342,119.393,238.31
Singapore,2018,SGP,5634366.0,420221993120.0,0.0,0.0,50.3,0.2,0.399,50.373,0.17,0.339,8.94,0.12,0.051,8.927,0.12,0.051,1.81,0.321,176.682,31.358,0.42,0.0,1947.984,1953.25,17.031,0.0,286.363,20.591,1644.59,,176342.375,2.364,0.0,0.0,20.583,3.653,10.034,10.057,0.073,0.013,4.928,0.875,1.328,0.236,27.907,4.953,,,993.577,0.0,0.137,0.121,0.012,0.0,0.12,0.078,0.002,0.0,0.124,0.002,0.29,,0.0,0.277,0.001,0.23,,0.073,0.0,0.001,0.001,0.0,56.663,56.536,126.382,251.257
Singapore,2019,SGP,5669562.0,425816263950.0,0.0,0.0,49.0,-1.3,-2.584,49.073,-1.3,-2.58,8.656,0.115,0.05,8.643,0.115,0.05,1.737,0.306,175.659,30.983,0.413,0.0,1996.984,2002.324,18.768,0.0,307.252,20.664,1670.965,,171884.062,2.289,0.0,0.0,20.888,3.684,9.772,9.794,0.073,0.013,5.07,0.894,1.352,0.239,26.375,4.652,,,974.507,0.0,0.132,0.117,0.012,0.0,0.12,0.079,0.002,0.0,0.129,0.002,0.289,,0.0,0.276,0.002,0.214,,0.074,0.0,0.001,0.001,0.0,55.53,55.402,126.659,258.487
Singapore,2020,SGP,5620151.0,409204971045.0,0.0,0.0,46.7,-2.3,-4.694,46.805,-2.269,-4.623,8.328,0.114,0.051,8.309,0.114,0.051,1.641,0.292,155.603,27.687,0.38,0.0,2043.684,2049.128,20.41,0.0,328.367,20.769,1694.907,,162517.109,2.232,0.0,0.0,21.116,3.757,9.407,9.434,0.105,0.019,4.85,0.863,1.337,0.238,23.943,4.26,,,913.371,0.0,0.133,0.118,0.012,0.0,0.12,0.079,0.003,0.0,0.134,0.002,0.287,,0.0,0.281,0.002,0.219,,0.075,0.0,0.001,0.001,0.0,53.023,52.867,108.903,233.198
Singapore,2021,SGP,5546291.0,445551993008.0,0.0,0.0,50.1,3.4,7.281,50.205,3.4,7.265,9.052,0.113,0.055,9.033,0.112,0.055,1.759,0.317,177.054,31.923,0.397,0.0,2093.784,2099.334,22.168,0.0,349.92,20.874,1721.696,,164442.578,2.047,0.0,0.0,21.553,3.886,10.196,10.223,0.105,0.019,5.113,0.922,1.358,0.245,26.789,4.83,,,912.046,0.0,0.136,0.121,0.012,0.0,0.121,0.08,0.003,0.0,0.138,0.002,0.286,,0.0,0.274,0.002,0.233,,0.076,0.0,0.001,0.001,0.0,56.702,56.55,126.954,253.402
Singapore,2022,SGP,5649888.0,461801118473.0,0.0,0.0,48.934,-1.166,-2.328,49.032,-1.174,-2.338,8.678,0.106,0.055,8.661,0.106,0.055,1.572,0.278,195.578,34.616,0.424,0.0,2142.718,2148.365,23.74,0.0,371.0,20.972,1747.978,,158521.719,1.939,0.0,0.0,21.08,3.731,9.837,9.861,0.098,0.017,5.33,0.943,1.328,0.235,26.282,4.652,,,895.63,0.0,0.13,0.116,0.01,0.0,0.121,0.081,0.003,0.0,0.142,0.002,0.285,,0.0,0.272,0.002,0.221,,0.076,0.0,0.001,0.001,0.0,55.715,55.577,146.644,299.678
Singapore,2023,SGP,5789092.0,,0.0,0.0,51.068,2.134,4.36,51.165,2.133,4.351,8.838,,0.052,8.821,,0.052,1.275,0.22,186.926,32.289,,0.0,2193.786,2199.53,25.015,0.0,390.906,21.069,1777.865,,171241.078,,0.0,0.0,19.905,3.438,10.047,10.071,0.097,0.017,5.783,0.999,1.329,0.23,29.888,5.163,,,991.33,0.0,0.134,0.119,0.008,0.0,0.121,0.081,0.003,0.0,0.146,0.002,0.284,,0.0,0.255,0.002,0.243,,0.077,0.0,0.001,0.001,0.0,58.302,58.165,135.858,266.036
Singapore,2024,SGP,5832387.0,,0.0,0.0,53.919,2.852,5.584,54.017,2.852,5.574,9.262,,0.051,9.245,,0.051,1.143,0.196,,,,0.0,2247.705,2253.547,26.157,0.0,411.861,21.167,1809.687,,180701.453,,0.0,0.0,20.955,3.593,10.467,10.49,0.097,0.017,5.801,0.995,1.337,0.229,31.822,5.456,,,1053.921,0.0,0.14,0.125,0.007,0.0,0.122,0.082,0.003,0.0,0.149,0.002,0.284,,0.0,0.262,0.002,0.255,,0.078,0.0,0.001,0.001,0.0,61.181,61.045,,
Thailand,2000,THA,63007815.0,579217712636.0,15.299,0.243,167.352,0.117,0.07,261.342,4.845,1.889,4.148,0.451,0.352,2.656,0.289,0.226,33.1,0.525,150.007,2.381,0.259,203.872,2402.358,16948.514,372.692,1.707,295.305,19433.525,1528.782,,11771.415,1.281,0.287,0.005,39.32,0.624,3.189,5.306,93.99,1.492,82.667,1.312,17.217,0.273,79.347,1.259,,,741.691,2.13,0.656,0.826,0.361,1.097,0.23,0.937,0.071,0.015,0.244,2.527,0.42,,0.083,0.832,1.529,0.777,,0.959,0.003,0.007,0.011,0.0,334.337,200.96,-17.345,-10.365
Thailand,2001,THA,63651137.0,596448007832.0,17.47,0.274,172.267,4.915,2.937,269.73,8.388,3.21,4.238,0.452,0.345,2.706,0.289,0.22,36.81,0.578,156.272,2.455,0.262,221.342,2574.625,17218.242,409.502,1.995,337.839,19530.99,1603.947,,12288.995,1.311,0.288,0.005,42.534,0.668,3.246,5.401,97.463,1.531,84.285,1.324,17.698,0.278,75.165,1.181,,,782.208,2.327,0.67,0.866,0.4,1.144,0.24,0.935,0.077,0.017,0.268,2.522,0.428,,0.086,0.891,1.785,0.731,,0.957,0.003,0.007,0.011,0.0,343.759,206.642,-15.994,-9.285
Thailand,2002,THA,64266433.0,630177413705.0,19.739,0.307,184.665,12.399,7.197,279.831,10.101,3.745,4.354,0.444,0.33,2.873,0.293,0.218,39.244,0.611,172.133,2.678,0.273,241.081,2759.29,17498.072,448.746,2.271,384.308,19626.154,1682.885,,13194.149,1.346,0.276,0.004,46.469,0.723,3.426,5.536,95.165,1.481,83.555,1.3,18.56,0.289,78.938,1.228,,,847.941,2.534,0.703,0.865,0.408,1.198,0.251,0.934,0.083,0.019,0.294,2.514,0.437,,0.086,0.946,1.562,0.769,,0.955,0.004,0.008,0.011,0.0,355.795,220.162,-12.532,-6.786
Thailand,2003,THA,64868164.0,672602585235.0,17.49,0.27,191.088,6.422,3.478,288.724,8.894,3.178,4.451,0.429,0.317,2.946,0.284,0.21,39.903,0.615,187.311,2.888,0.278,258.571,2950.378,17786.799,488.649,2.635,433.778,19723.791,1766.744,,14054.511,1.355,0.364,0.006,49.47,0.763,3.519,5.683,97.637,1.505,87.695,1.352,20.176,0.311,83.86,1.293,,,911.69,2.04,0.691,0.826,0.381,1.232,0.262,0.932,0.088,0.021,0.319,2.503,0.447,,0.106,0.971,1.334,0.796,,0.953,0.004,0.008,0.012,0.0,368.632,228.257,-3.777,-1.977
Thailand,2004,THA,65452049.0,712165919937.0,18.26,0.279,207.331,16.243,8.5,307.935,19.211,6.654,4.705,0.432,0.311,3.168,0.291,0.209,44.763,0.684,207.398,3.169,0.291,276.832,3157.709,18094.732,533.411,3.088,485.88,19824.396,1858.498,,15121.47,1.39,0.453,0.007,52.102,0.796,3.778,5.938,100.604,1.537,89.596,1.369,20.47,0.313,91.753,1.402,,,989.731,2.038,0.725,0.878,0.414,1.265,0.274,0.931,0.094,0.024,0.344,2.496,0.458,,0.133,0.991,1.561,0.84,,0.952,0.004,0.008,0.012,0.0,388.647,247.278,0.067,0.032
Thailand,2005,THA,66017415.0,739238460898.0,20.236,0.307,214.325,6.994,3.374,317.644,9.709,3.153,4.812,0.43,0.311,3.246,0.29,0.21,48.333,0.732,221.659,3.358,0.3,297.067,3372.034,18412.377,581.744,3.544,540.342,19927.713,1949.336,,15467.393,1.381,0.456,0.007,54.462,0.825,3.864,6.048,103.318,1.565,92.053,1.394,19.792,0.3,90.839,1.376,,,1021.117,2.093,0.724,0.894,0.42,1.3,0.285,0.93,0.101,0.027,0.368,2.49,0.467,,0.132,1.013,1.742,0.824,,0.951,0.004,0.008,0.012,0.0,399.267,255.105,7.334,3.422
Thailand,2006,THA,66567685.0,773067090714.0,21.226,0.319,215.825,1.5,0.7,318.643,0.999,0.315,4.787,0.412,0.306,3.242,0.279,0.207,51.313,0.771,218.123,3.277,0.282,318.294,3587.858,18731.018,633.057,3.942,595.921,20030.531,2036.644,,15668.239,1.349,0.398,0.006,55.579,0.835,3.868,6.047,102.818,1.545,93.174,1.4,19.97,0.3,87.308,1.312,,,1042.998,2.027,0.705,0.87,0.423,1.332,0.296,0.929,0.108,0.03,0.392,2.484,0.475,,0.115,1.005,1.704,0.784,,0.95,0.004,0.008,0.012,0.0,402.528,257.512,2.299,1.065
Thailand,2007,THA,67102388.0,811667437725.0,22.01,0.328,224.083,8.258,3.826,352.419,33.776,10.6,5.252,0.434,0.327,3.339,0.276,0.208,57.803,0.861,223.544,3.331,0.275,340.304,3811.941,19083.438,690.86,4.326,655.174,20158.867,2121.277,,16074.729,1.329,0.384,0.006,59.253,0.883,3.998,6.487,128.336,1.913,97.886,1.459,22.443,0.334,84.633,1.261,,,1078.653,1.954,0.711,0.95,0.454,1.36,0.306,0.93,0.115,0.032,0.415,2.483,0.483,,0.112,1.033,2.295,0.757,,0.95,0.004,0.008,0.012,0.0,435.268,268.276,-0.539,-0.24
Thailand,2008,THA,67619835.0,822020817321.0,19.441,0.288,224.249,0.166,0.074,335.135,-17.283,-4.904,4.956,0.408,0.311,3.316,0.273,0.208,62.251,0.921,234.896,3.474,0.286,359.745,4036.19,19418.572,753.111,4.699,718.874,20269.754,2199.76,,15950.123,1.312,0.373,0.006,63.7,0.942,3.981,6.341,110.887,1.64,98.921,1.463,21.742,0.322,78.484,1.161,,,1078.545,1.709,0.7,0.882,0.473,1.376,0.316,0.929,0.123,0.034,0.439,2.478,0.488,,0.112,1.079,1.863,0.704,,0.949,0.004,0.008,0.012,0.0,428.78,269.175,10.647,4.748
Thailand,2009,THA,68121077.0,812859746470.0,18.68,0.274,228.836,4.587,2.046,335.138,0.002,0.001,4.92,0.412,0.302,3.359,0.282,0.206,62.403,0.916,231.497,3.398,0.285,378.425,4265.026,19753.711,815.514,5.117,786.388,20376.057,2279.582,,16278.564,1.364,0.418,0.006,67.513,0.991,4.037,6.399,106.302,1.56,101.885,1.496,23.68,0.348,79.822,1.172,,,1108.913,1.596,0.726,0.881,0.48,1.385,0.326,0.928,0.13,0.036,0.464,2.472,0.494,,0.127,1.171,1.627,0.732,,0.949,0.004,0.008,0.013,0.0,435.926,274.993,2.661,1.163
Thailand,2010,THA,68579443.0,870109340511.0,18.486,0.27,241.019,12.183,5.324,355.004,19.866,5.928,5.177,0.408,0.301,3.514,0.277,0.204,64.008,0.933,257.38,3.753,0.296,396.91,4506.045,20108.717,879.523,5.511,863.733,20490.041,2360.367,,17198.229,1.356,0.395,0.006,77.345,1.128,4.225,6.694,113.985,1.662,107.371,1.566,24.737,0.361,80.785,1.178,,,1179.445,1.477,0.723,0.891,0.46,1.389,0.336,0.927,0.137,0.038,0.491,2.466,0.499,,0.116,1.246,1.749,0.718,,0.95,0.004,0.009,0.013,0.0,459.048,289.757,16.361,6.788
Thailand,2011,THA,69007212.0,873642799890.0,18.206,0.264,244.878,3.859,1.601,334.539,-20.465,-5.765,4.848,0.383,0.276,3.549,0.28,0.202,65.35,0.947,264.541,3.834,0.303,415.116,4750.923,20443.254,944.872,6.208,939.75,20579.703,2444.976,,17570.367,1.388,0.697,0.01,76.017,1.102,4.252,6.55,89.661,1.299,106.081,1.537,24.61,0.357,84.609,1.226,,,1212.482,1.354,0.71,0.818,0.444,1.387,0.345,0.925,0.144,0.041,0.516,2.458,0.505,,0.196,1.19,1.403,0.748,,0.95,0.004,0.009,0.013,0.0,451.98,293.426,19.663,8.03
Thailand,2012,THA,69436091.0,936920832597.0,18.746,0.27,262.348,17.47,7.134,335.256,0.717,0.214,4.828,0.358,0.259,3.778,0.28,0.203,68.155,0.982,286.783,4.13,0.306,433.862,5013.271,20778.51,1013.027,7.207,1023.365,20652.609,2535.809,,18619.578,1.38,0.999,0.014,83.615,1.204,4.498,6.571,72.908,1.05,106.888,1.539,24.787,0.357,90.833,1.308,,,1292.871,1.361,0.751,0.805,0.458,1.386,0.355,0.923,0.151,0.047,0.542,2.447,0.512,,0.267,1.282,1.091,0.795,,0.949,0.004,0.009,0.013,0.0,456.286,312.299,24.435,9.314
Thailand,2013,THA,69845112.0,962095812070.0,18.914,0.271,263.754,1.406,0.536,330.703,-4.553,-1.358,4.735,0.344,0.252,3.776,0.274,0.201,67.149,0.961,295.212,4.227,0.307,452.776,5277.024,21109.213,1080.176,8.013,1108.869,20719.561,2627.19,,18796.785,1.365,0.806,0.012,85.504,1.224,4.509,6.471,66.95,0.959,105.641,1.512,25.028,0.358,91.381,1.308,,,1312.864,1.312,0.748,0.795,0.449,1.383,0.365,0.921,0.158,0.051,0.568,2.437,0.518,,0.211,1.301,1.059,0.793,,0.948,0.004,0.009,0.013,0.0,451.94,314.939,31.459,11.927
Thailand,2014,THA,70216362.0,971562808709.0,19.722,0.281,272.488,8.734,3.311,349.731,19.028,5.754,4.981,0.36,0.258,3.881,0.28,0.201,73.794,1.051,275.975,3.93,0.284,472.498,5549.512,21458.943,1153.97,8.755,1195.962,20796.803,2718.327,,19328.395,1.397,0.742,0.011,87.093,1.24,4.604,6.528,77.243,1.1,100.16,1.426,23.905,0.34,91.137,1.298,,,1357.17,1.321,0.768,0.835,0.491,1.38,0.374,0.919,0.165,0.054,0.592,2.428,0.524,,0.193,1.319,1.205,0.788,,0.947,0.004,0.009,0.014,0.0,458.372,323.279,3.487,1.28
Thailand,2015,THA,70540787.0,1002011619070.0,20.024,0.284,277.099,4.611,1.692,339.784,-9.947,-2.844,4.817,0.339,0.247,3.928,0.277,0.201,72.142,1.023,274.262,3.888,0.274,492.522,5826.611,21798.729,1226.112,9.558,1284.874,20859.488,2813.545,,19526.947,1.375,0.803,0.011,88.912,1.26,4.651,6.322,62.685,0.889,96.053,1.362,21.845,0.31,95.218,1.35,,,1377.446,1.39,0.783,0.811,0.492,1.381,0.384,0.917,0.171,0.058,0.616,2.417,0.53,,0.211,1.321,0.963,0.809,,0.946,0.004,0.009,0.014,0.0,445.985,328.085,-2.837,-1.024
Thailand,2016,THA,70859835.0,1036430730493.0,23.053,0.325,284.045,6.947,2.507,339.82,0.036,0.01,4.796,0.328,0.242,4.009,0.274,0.202,73.6,1.039,285.36,4.027,0.275,515.575,6110.656,22138.549,1299.713,10.267,1372.633,20915.264,2912.469,,19835.943,1.356,0.709,0.01,87.759,1.238,4.679,6.328,55.774,0.787,97.366,1.374,23.263,0.328,98.924,1.396,,,1405.572,1.562,0.803,0.834,0.514,1.388,0.393,0.916,0.178,0.061,0.637,2.408,0.537,,0.191,1.269,1.037,0.831,,0.945,0.004,0.009,0.014,0.0,448.417,331.574,1.314,0.463
Thailand,2017,THA,71160183.0,1079732734924.0,22.388,0.315,283.348,-0.698,-0.246,337.019,-2.801,-0.824,4.736,0.312,0.235,3.982,0.262,0.198,73.824,1.037,290.297,4.079,0.269,537.963,6394.004,22475.566,1373.536,10.967,1457.922,20968.934,3013.615,,20133.205,1.327,0.7,0.01,85.289,1.199,4.635,6.269,53.671,0.754,96.405,1.355,24.498,0.344,101.146,1.421,,,1432.683,1.493,0.788,0.816,0.509,1.392,0.402,0.914,0.185,0.063,0.655,2.399,0.544,,0.182,1.204,1.011,0.837,,0.943,0.004,0.01,0.014,0.0,446.128,329.808,6.949,2.452
Thailand,2018,THA,71376081.0,1125329902301.0,22.466,0.315,288.305,4.957,1.75,377.345,40.326,11.965,5.287,0.335,0.255,4.039,0.256,0.195,78.564,1.101,305.515,4.28,0.271,560.429,6682.309,22852.91,1452.101,11.58,1542.254,21057.975,3115.945,,20712.488,1.314,0.613,0.009,84.332,1.182,4.653,6.521,89.04,1.247,93.232,1.306,22.803,0.319,102.33,1.434,,,1478.376,1.452,0.785,0.907,0.532,1.394,0.411,0.914,0.191,0.065,0.67,2.396,0.55,,0.152,1.137,1.824,0.843,,0.942,0.004,0.01,0.014,0.0,465.432,332.079,17.21,5.969
Thailand,2019,THA,71522264.0,1149130685920.0,22.304,0.312,281.877,-6.427,-2.229,416.851,39.507,10.47,5.828,0.363,0.282,3.941,0.245,0.19,70.06,0.98,303.671,4.246,0.264,582.733,6964.186,23269.764,1522.161,12.172,1627.523,21192.947,3219.597,,20689.293,1.288,0.591,0.008,85.27,1.192,4.558,6.722,134.974,1.887,89.534,1.252,21.914,0.306,103.652,1.449,,,1479.745,1.38,0.76,0.993,0.477,1.394,0.419,0.915,0.197,0.067,0.685,2.398,0.556,,0.137,1.126,2.762,0.841,,0.94,0.004,0.01,0.015,0.0,480.764,326.014,21.793,7.732
Thailand,2020,THA,71641484.0,1078332670656.0,21.926,0.306,271.923,-9.954,-3.531,415.753,-1.098,-0.263,5.803,0.386,0.301,3.796,0.252,0.197,74.799,1.044,300.078,4.189,0.278,604.659,7236.109,23685.516,1596.96,12.778,1705.803,21336.777,3315.909,,19257.477,1.279,0.606,0.008,78.28,1.093,4.38,6.72,143.83,2.008,92.627,1.293,22.769,0.318,96.312,1.344,,,1379.634,1.35,0.773,1.048,0.524,1.392,0.426,0.917,0.203,0.069,0.696,2.402,0.562,,0.152,1.041,3.185,0.881,,0.94,0.004,0.01,0.015,0.001,481.44,313.77,28.154,10.354
Thailand,2021,THA,71727338.0,1095187026392.0,21.151,0.295,267.142,-4.781,-1.758,357.086,-58.667,-14.111,4.978,0.326,0.257,3.724,0.244,0.193,76.648,1.069,309.344,4.313,0.282,625.81,7503.251,24042.602,1673.608,13.278,1783.726,21426.723,3406.829,,19334.578,1.266,0.5,0.007,77.923,1.086,4.303,6.199,89.945,1.254,93.565,1.304,21.955,0.306,90.92,1.268,,,1386.818,1.269,0.725,0.86,0.512,1.388,0.432,0.917,0.208,0.07,0.705,2.4,0.567,,0.124,0.989,1.931,0.79,,0.938,0.004,0.01,0.015,0.001,444.667,308.661,42.202,15.798
Thailand,2022,THA,71735321.0,1124143758569.0,20.995,0.293,272.573,5.432,2.033,378.149,21.063,5.899,5.271,0.336,0.272,3.8,0.242,0.196,69.809,0.973,319.547,4.455,0.284,646.805,7775.825,24420.752,1743.417,13.687,1859.259,21532.299,3512.657,,19347.238,1.235,0.409,0.006,75.532,1.053,4.385,6.399,105.576,1.472,94.947,1.324,20.634,0.288,105.828,1.475,,,1387.88,1.33,0.726,0.894,0.452,1.386,0.439,0.916,0.213,0.071,0.713,2.399,0.573,,0.102,0.974,2.206,0.888,,0.936,0.004,0.01,0.015,0.001,459.034,314.531,46.974,17.234
Thailand,2023,THA,71702436.0,,19.248,0.268,264.734,-7.84,-2.876,375.375,-2.774,-0.734,5.235,,0.27,3.692,,0.191,59.327,0.827,305.567,4.262,,666.053,8040.558,24796.127,1802.744,14.082,1940.679,21642.939,3617.0,,19360.342,,0.395,0.006,81.421,1.136,4.284,6.268,110.642,1.543,93.381,1.302,20.493,0.286,104.343,1.455,,,1388.184,1.25,0.695,0.876,0.379,1.381,0.444,0.916,0.216,0.071,0.723,2.398,0.578,,0.096,1.043,2.331,0.85,,0.933,0.004,0.011,0.015,0.001,449.417,307.176,40.834,15.424
Thailand,2024,THA,71668010.0,,17.724,0.247,267.76,3.027,1.143,380.0,4.625,1.232,5.302,,0.267,3.736,,0.188,60.216,0.84,,,,683.777,8308.318,25176.127,1862.961,14.477,2024.767,21755.18,3722.336,,19825.014,,0.395,0.006,84.088,1.173,4.314,6.373,112.24,1.566,95.815,1.337,20.06,0.28,105.336,1.47,,,1420.819,1.203,0.694,0.88,0.381,1.376,0.449,0.915,0.219,0.072,0.732,2.399,0.583,,0.095,1.05,2.448,0.845,,0.93,0.004,0.011,0.016,0.001,456.714,309.157,,
Vietnam,2000,VNM,77154016.0,220383060780.0,5.628,0.073,53.935,5.387,11.096,332.477,89.723,36.96,4.309,1.509,1.553,0.699,0.245,0.252,20.716,0.269,37.108,0.481,0.168,46.659,1093.844,6705.722,618.055,9.709,9.929,7041.42,409.491,,2775.604,0.972,1.335,0.017,3.063,0.04,1.03,4.663,278.542,3.61,74.138,0.961,17.876,0.232,23.193,0.301,,,214.149,0.784,0.211,1.05,0.226,0.251,0.105,0.371,0.118,0.086,0.008,0.916,0.112,,0.386,0.065,4.532,0.227,,0.541,0.002,0.004,0.006,0.0,359.742,79.479,-16.827,-31.199
Vietnam,2001,VNM,77969357.0,234846323475.0,6.574,0.084,60.983,7.048,13.067,222.389,-110.088,-33.111,2.852,0.947,0.919,0.782,0.26,0.252,24.953,0.32,42.417,0.544,0.181,53.233,1154.827,6928.112,643.009,11.038,12.494,7202.825,435.052,,3104.359,1.031,1.33,0.017,2.565,0.033,1.122,3.707,161.406,2.07,74.062,0.95,16.424,0.211,25.562,0.328,,,242.045,0.876,0.237,0.714,0.271,0.275,0.108,0.376,0.12,0.095,0.01,0.93,0.116,,0.398,0.054,2.956,0.249,,0.547,0.002,0.004,0.006,0.0,289.003,87.51,-18.567,-30.446
Vietnam,2002,VNM,78772227.0,250683369279.0,8.274,0.105,69.531,8.548,14.016,204.015,-18.374,-8.262,2.59,0.814,0.771,0.883,0.277,0.263,27.491,0.349,48.182,0.612,0.192,61.507,1224.358,7132.126,670.5,12.067,16.594,7337.309,463.69,,3361.023,1.056,1.028,0.013,4.1,0.052,1.227,3.509,134.484,1.707,75.064,0.953,17.319,0.22,28.638,0.364,,,264.755,1.062,0.265,0.63,0.285,0.306,0.112,0.381,0.123,0.101,0.013,0.94,0.121,,0.318,0.083,2.207,0.279,,0.551,0.003,0.004,0.007,0.0,276.385,96.667,-21.349,-30.705
