country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Cambodia,2021,KHM,16974309.0,62027758832.0,5.887,0.347,20.775,-0.215,-1.026,53.328,-18.579,-25.837,3.142,0.86,0.831,1.224,0.335,0.324,5.705,0.336,36.694,2.162,0.592,27.006,187.451,3320.393,29.931,0.024,,4985.791,130.49,,3779.001,1.034,0.024,0.001,,,1.48,5.102,32.553,1.918,24.198,1.426,5.15,0.303,9.16,0.54,,,64.146,0.353,0.056,0.128,0.038,0.06,0.011,0.127,0.004,0.0,,0.558,0.022,,0.006,,0.699,0.08,,0.184,0.001,0.002,0.003,0.0,86.611,25.118,15.918,76.622
Cambodia,2022,KHM,17201721.0,65136593996.0,6.022,0.35,20.865,0.09,0.432,61.7,8.372,15.699,3.587,0.947,0.937,1.213,0.32,0.317,5.444,0.316,38.051,2.212,0.584,33.028,208.316,3382.093,35.374,0.024,,5026.625,139.89,,3826.666,1.011,0.0,0.0,,,1.462,5.226,40.835,2.374,23.218,1.35,4.667,0.271,9.399,0.546,,,65.825,0.381,0.056,0.146,0.035,0.071,0.012,0.127,0.004,0.0,,0.56,0.023,,0.0,,0.853,0.079,,0.184,0.001,0.002,0.003,0.0,89.891,25.152,17.186,82.368
Cambodia,2023,KHM,17423884.0,,6.022,0.346,21.412,0.546,2.619,63.841,2.141,3.469,3.664,,0.798,1.229,,0.268,6.034,0.346,39.064,2.242,,39.051,229.727,3445.934,41.409,0.024,,5069.055,149.245,,4590.688,,0.0,0.0,,,1.475,5.246,42.429,2.435,23.673,1.359,4.626,0.266,9.355,0.537,,,79.988,0.391,0.056,0.149,0.039,0.081,0.013,0.127,0.005,0.0,,0.562,0.024,,0.0,,0.894,0.076,,0.184,0.001,0.002,0.003,0.0,91.411,25.701,17.653,82.444
Cambodia,2024,KHM,17638804.0,,6.022,0.341,21.883,0.471,2.201,65.304,1.463,2.292,3.702,,,1.241,,,6.078,0.345,,,,45.073,251.61,3511.238,47.486,0.024,,5112.476,159.027,,,,0.0,0.0,,,1.484,5.206,43.421,2.462,23.828,1.351,4.563,0.259,9.783,0.555,,,,0.409,0.057,0.151,0.038,0.091,0.014,0.128,0.006,0.0,,0.564,0.025,,0.0,,0.947,0.078,,0.184,0.001,0.002,0.003,0.0,91.824,26.179,,
Indonesia,2000,IDN,216077789.0,1138300071768.0,16.174,0.075,281.054,-10.716,-3.673,933.416,-20.345,-2.133,4.32,0.82,0.802,1.301,0.247,0.241,50.906,0.236,240.902,1.115,0.212,199.429,5283.534,53663.863,475.344,306.911,1022.821,57435.758,3279.03,,5387.869,1.023,8.57,0.04,48.592,0.225,1.845,5.788,652.362,3.019,199.062,0.921,45.446,0.21,156.812,0.726,,,1164.199,2.252,1.102,2.949,0.556,1.073,0.505,2.965,0.091,2.725,0.844,7.469,0.9,,2.48,1.028,10.615,1.536,,2.975,0.007,0.027,0.034,0.001,1250.713,398.571,-40.153,-14.287
Indonesia,2001,IDN,219097905.0,1185220908414.0,18.194,0.083,316.759,35.705,12.704,830.458,-102.958,-11.03,3.79,0.701,0.666,1.446,0.267,0.254,64.629,0.295,266.036,1.214,0.224,217.622,5600.293,54494.324,539.973,315.615,1083.984,57949.453,3443.1,,5690.083,1.052,8.704,0.04,61.163,0.279,1.998,5.331,513.699,2.345,201.118,0.918,45.318,0.207,164.07,0.749,,,1246.685,2.423,1.233,2.666,0.702,1.125,0.523,2.96,0.101,2.721,0.86,7.482,0.919,,2.605,1.282,9.407,1.595,,2.981,0.007,0.027,0.035,0.001,1168.101,437.666,-50.723,-16.013
Indonesia,2002,IDN,222088499.0,1244249942443.0,17.854,0.08,308.201,-8.558,-2.702,1162.549,332.091,39.989,5.235,0.934,0.908,1.388,0.248,0.241,66.665,0.3,276.132,1.243,0.222,235.477,5908.495,55656.871,606.638,322.691,1143.748,58803.801,3599.941,,5768.058,1.03,7.077,0.032,59.764,0.269,1.926,6.674,854.348,3.847,199.735,0.899,48.422,0.218,156.841,0.706,,,1281.019,2.292,1.173,3.593,0.692,1.17,0.538,2.971,0.112,2.707,0.874,7.533,0.936,,2.19,1.216,14.02,1.527,,2.998,0.007,0.028,0.036,0.001,1482.271,427.667,-32.07,-10.405
Indonesia,2003,IDN,225048005.0,1309811268640.0,17.481,0.078,339.024,30.823,10.001,820.344,-342.205,-29.436,3.645,0.626,0.589,1.506,0.259,0.244,89.49,0.398,312.161,1.387,0.238,252.957,6247.519,56477.211,696.128,329.639,1206.409,59285.121,3762.386,,6183.915,1.063,6.947,0.031,62.661,0.278,2.048,5.162,481.321,2.139,201.292,0.894,47.917,0.213,162.445,0.722,,,1391.678,2.039,1.226,2.346,0.855,1.206,0.555,2.96,0.126,2.688,0.887,7.525,0.952,,2.023,1.23,6.574,1.541,,2.998,0.008,0.028,0.036,0.001,1161.728,460.88,-26.863,-7.924
Indonesia,2004,IDN,227926649.0,1387446383159.0,18.734,0.082,342.709,3.685,1.087,973.82,153.476,18.709,4.273,0.702,0.707,1.504,0.247,0.249,82.216,0.361,317.91,1.395,0.229,271.691,6590.228,57451.035,778.344,335.617,1268.294,59916.234,3936.281,,6040.208,0.992,5.978,0.026,61.886,0.272,2.049,5.651,631.112,2.769,205.566,0.902,50.651,0.222,173.895,0.763,,,1376.724,2.091,1.198,2.778,0.76,1.242,0.571,2.956,0.138,2.662,0.898,7.543,0.969,,1.751,1.177,9.794,1.592,,3.002,0.008,0.028,0.037,0.001,1288.085,467.126,-24.798,-7.236
Indonesia,2005,IDN,230871648.0,1474875329634.0,18.271,0.079,347.361,4.653,1.358,895.501,-78.319,-8.042,3.879,0.607,0.632,1.505,0.236,0.245,94.222,0.408,323.809,1.403,0.22,289.962,6937.589,58346.535,872.566,341.28,1322.745,60464.375,4111.036,,6137.142,0.961,5.663,0.025,54.451,0.236,2.06,5.274,548.14,2.374,209.288,0.907,50.341,0.218,174.754,0.757,,,1416.892,1.89,1.174,2.52,0.819,1.269,0.586,2.949,0.151,2.635,0.902,7.556,0.985,,1.634,1.013,9.242,1.584,,3.003,0.008,0.029,0.037,0.001,1217.586,475.688,-23.552,-6.78
Indonesia,2006,IDN,233951650.0,1565012923832.0,18.779,0.08,346.366,-0.996,-0.287,1554.734,659.233,73.616,6.646,0.993,1.079,1.481,0.221,0.24,111.641,0.477,332.274,1.42,0.212,308.741,7283.954,59901.27,984.206,347.301,1380.171,61672.742,4263.535,,6159.938,0.921,6.021,0.026,57.426,0.245,2.081,7.946,1208.368,5.165,221.061,0.945,52.787,0.226,152.499,0.652,,,1441.128,1.793,1.132,4.245,0.92,1.292,0.6,2.972,0.167,2.611,0.907,7.649,0.995,,1.737,1.038,20.027,1.369,,3.027,0.008,0.03,0.038,0.001,1858.979,486.956,-14.091,-4.068
Indonesia,2007,IDN,237062338.0,1674227359084.0,19.286,0.081,387.577,41.211,11.898,1093.55,-461.183,-29.663,4.613,0.653,0.707,1.635,0.231,0.251,140.066,0.591,372.479,1.571,0.222,328.027,7671.532,60994.816,1124.272,352.224,1437.249,62378.719,4429.76,,6524.362,0.924,4.923,0.021,57.078,0.241,2.237,5.721,705.973,2.978,224.719,0.948,52.13,0.22,166.225,0.701,,,1546.681,1.712,1.23,2.948,1.101,1.311,0.616,2.972,0.187,2.582,0.91,7.683,1.008,,1.438,0.995,12.622,1.486,,3.031,0.008,0.03,0.039,0.001,1356.118,530.235,-15.098,-3.895
Indonesia,2008,IDN,240157902.0,1809491142510.0,20.207,0.084,365.384,-22.193,-5.726,1238.06,144.51,13.215,5.155,0.684,0.791,1.521,0.202,0.234,121.845,0.507,373.424,1.555,0.206,348.234,8036.916,62232.879,1246.117,356.94,1497.562,63251.391,4588.063,,6514.816,0.865,4.716,0.02,60.313,0.251,2.131,6.176,872.676,3.634,229.503,0.956,53.78,0.224,158.303,0.659,,,1564.584,1.777,1.14,3.258,0.927,1.332,0.629,2.977,0.203,2.554,0.914,7.734,1.018,,1.413,1.021,14.664,1.421,,3.04,0.008,0.031,0.04,0.001,1483.168,511.871,8.04,2.2
Indonesia,2009,IDN,243220024.0,1905717479305.0,19.119,0.079,398.624,33.24,9.097,1590.946,352.886,28.503,6.541,0.835,0.99,1.639,0.209,0.248,128.274,0.527,385.893,1.587,0.202,367.353,8435.54,63823.828,1374.391,362.37,1562.103,64443.711,4769.324,,6608.3,0.843,5.43,0.022,64.541,0.265,2.291,7.627,1192.321,4.902,242.077,0.995,57.644,0.237,181.26,0.745,,,1607.271,1.633,1.265,4.181,0.986,1.344,0.645,2.998,0.219,2.533,0.921,7.817,1.033,,1.652,1.119,18.246,1.663,,3.062,0.009,0.031,0.041,0.001,1855.115,557.111,-12.731,-3.194
Indonesia,2010,IDN,246305327.0,2039334560589.0,19.029,0.077,445.37,46.746,11.727,1408.559,-182.386,-11.464,5.719,0.691,0.81,1.808,0.218,0.256,152.667,0.62,435.441,1.768,0.214,386.382,8880.91,65232.383,1527.058,366.644,1635.833,65406.902,4964.994,,7062.331,0.853,4.274,0.017,73.73,0.299,2.466,6.695,963.189,3.911,247.332,1.004,56.352,0.229,195.671,0.794,,,1739.49,1.52,1.337,3.536,1.097,1.352,0.662,3.008,0.238,2.504,0.931,7.872,1.05,,1.258,1.188,14.778,1.739,,3.075,0.009,0.032,0.042,0.001,1649.02,607.29,-9.929,-2.229
Indonesia,2011,IDN,249470029.0,2178184530109.0,20.833,0.084,500.458,55.088,12.369,1546.14,137.581,9.767,6.198,0.71,0.841,2.006,0.23,0.272,181.281,0.727,491.721,1.971,0.226,407.215,9381.368,66778.523,1708.339,372.106,1717.386,66452.586,5176.323,,7365.991,0.844,5.462,0.022,81.553,0.327,2.823,7.342,1045.683,4.192,288.165,1.155,59.783,0.24,211.329,0.847,,,1837.594,1.549,1.451,3.783,1.233,1.361,0.681,3.023,0.26,2.481,0.943,7.937,1.069,,1.533,1.276,16.358,1.868,,3.094,0.009,0.033,0.043,0.001,1831.722,704.186,-8.736,-1.746
Indonesia,2012,IDN,252698525.0,2309530044109.0,23.109,0.091,515.77,15.312,3.06,1647.573,101.433,6.56,6.52,0.713,0.851,2.041,0.223,0.266,187.171,0.741,523.756,2.073,0.227,430.324,9897.137,68426.094,1895.51,378.755,1797.448,67584.391,5395.1,,7665.836,0.839,6.649,0.026,80.062,0.317,2.891,7.616,1131.804,4.479,300.722,1.19,61.634,0.244,218.777,0.866,,,1937.146,1.678,1.476,3.957,1.259,1.375,0.701,3.04,0.283,2.464,0.953,8.008,1.089,,1.778,1.227,16.938,1.914,,3.115,0.009,0.033,0.044,0.001,1924.482,730.507,7.986,1.548
Indonesia,2013,IDN,255852464.0,2437876929100.0,24.481,0.096,493.435,-22.334,-4.33,1732.555,84.981,5.158,6.772,0.711,0.95,1.929,0.202,0.27,164.219,0.642,509.517,1.991,0.209,454.805,10390.573,70158.656,2059.729,384.655,1862.202,68823.508,5629.182,,7131.105,0.748,5.899,0.023,64.754,0.253,2.779,7.733,1239.12,4.843,299.584,1.171,59.1,0.231,234.082,0.915,,,1824.511,1.698,1.399,4.165,1.098,1.389,0.718,3.06,0.3,2.441,0.954,8.094,1.11,,1.544,0.985,19.608,2.033,,3.136,0.01,0.034,0.045,0.001,1978.383,710.987,16.082,3.259
Indonesia,2014,IDN,258877395.0,2559933272409.0,25.504,0.099,498.029,4.594,0.931,1836.836,104.282,6.019,7.095,0.718,0.989,1.924,0.195,0.268,173.584,0.671,510.007,1.97,0.199,480.309,10888.602,71995.492,2233.313,390.418,1924.619,70162.32,5859.942,,7171.866,0.725,5.763,0.022,62.417,0.241,2.79,8.282,1338.808,5.172,308.06,1.19,62.668,0.242,230.761,0.891,,,1856.634,1.709,1.404,4.386,1.156,1.403,0.735,3.084,0.319,2.419,0.953,8.19,1.13,,1.502,0.945,20.887,1.996,,3.162,0.01,0.035,0.046,0.001,2144.122,722.377,11.979,2.405
Indonesia,2015,IDN,261799249.0,2684763880628.0,25.271,0.097,551.16,53.131,10.668,2343.802,506.965,27.6,8.953,0.873,1.236,2.105,0.205,0.291,197.815,0.756,545.43,2.083,0.203,505.58,11439.762,74339.289,2431.129,395.879,2018.871,71954.953,6088.304,,7243.952,0.706,5.461,0.021,94.252,0.36,2.921,10.011,1792.642,6.847,298.367,1.14,62.537,0.239,228.361,0.872,,,1896.461,1.754,1.557,5.592,1.35,1.417,0.754,3.128,0.34,2.396,0.968,8.336,1.148,,1.433,1.401,27.526,1.94,,3.2,0.01,0.036,0.047,0.001,2620.779,764.637,-5.73,-1.04
Indonesia,2016,IDN,264627429.0,2819889903036.0,28.341,0.107,547.969,-3.191,-0.579,1422.254,-921.548,-39.319,5.375,0.504,0.755,2.071,0.194,0.291,206.328,0.78,548.487,2.073,0.195,533.921,11987.73,75761.539,2637.457,400.968,2110.057,72829.242,6305.327,,7120.307,0.668,5.089,0.019,91.187,0.345,2.898,6.617,874.285,3.304,300.969,1.137,61.645,0.233,217.024,0.82,,,1884.228,1.92,1.548,3.489,1.441,1.437,0.772,3.134,0.361,2.374,0.979,8.385,1.163,,1.37,1.319,16.261,1.824,,3.212,0.01,0.036,0.048,0.001,1750.911,766.928,0.518,0.094
Indonesia,2017,IDN,267346654.0,2962852274581.0,30.082,0.113,570.928,22.959,4.19,1352.487,-69.767,-4.905,5.059,0.456,0.668,2.136,0.193,0.282,221.093,0.827,567.488,2.123,0.192,564.003,12558.658,77114.031,2858.55,405.355,2194.396,73610.805,6536.355,,7569.616,0.683,4.387,0.016,84.339,0.315,3.016,6.453,781.559,2.923,320.719,1.2,67.129,0.251,231.028,0.864,,,2023.711,2.006,1.587,3.276,1.525,1.459,0.79,3.137,0.384,2.346,0.986,8.423,1.179,,1.142,1.19,14.725,1.912,,3.222,0.011,0.037,0.049,0.001,1725.163,806.308,-3.44,-0.603
Indonesia,2018,IDN,269951847.0,3116158974437.0,31.545,0.117,607.378,36.45,6.384,1395.39,42.903,3.172,5.169,0.448,0.655,2.25,0.195,0.285,262.222,0.971,606.842,2.248,0.195,595.548,13166.037,78509.422,3120.772,409.301,2278.544,74398.812,6761.872,,7896.082,0.684,3.946,0.015,84.148,0.312,3.237,6.717,788.012,2.919,352.425,1.306,71.682,0.266,225.517,0.835,,,2131.562,2.039,1.653,3.353,1.776,1.482,0.81,3.14,0.411,2.315,0.991,8.466,1.193,,0.977,1.134,16.141,1.857,,3.238,0.011,0.038,0.05,0.001,1813.221,873.766,-0.536,-0.088
Indonesia,2019,IDN,272489381.0,3272568062078.0,31.737,0.116,665.049,57.671,9.495,1684.01,288.62,20.684,6.18,0.515,0.747,2.441,0.203,0.295,315.401,1.157,664.21,2.438,0.203,627.285,13831.086,80193.43,3436.173,413.085,2366.454,75417.773,6988.09,,8271.658,0.689,3.784,0.014,87.91,0.323,3.481,7.758,1018.96,3.739,365.884,1.343,71.124,0.261,226.218,0.83,,,2253.939,1.964,1.793,4.012,2.145,1.5,0.832,3.155,0.444,2.281,0.996,8.535,1.207,,0.875,1.161,20.85,1.835,,3.262,0.011,0.038,0.051,0.001,2113.899,948.461,-0.839,-0.126
Indonesia,2020,IDN,274814861.0,3204972631957.0,29.791,0.108,623.304,-41.745,-6.277,1293.168,-390.842,-23.209,4.706,0.403,0.611,2.268,0.194,0.295,300.518,1.094,629.83,2.292,0.197,657.076,14454.39,81486.602,3736.691,416.61,2447.67,76087.641,7196.344,,7700.858,0.66,3.525,0.013,81.216,0.296,3.243,6.279,669.864,2.438,351.989,1.281,71.733,0.261,208.254,0.758,,,2116.31,1.834,1.773,3.259,2.106,1.513,0.851,3.156,0.474,2.25,0.999,8.567,1.22,,0.881,1.08,14.831,1.905,,3.276,0.012,0.039,0.052,0.001,1725.431,891.273,6.526,1.047
Indonesia,2021,IDN,276758056.0,3323654666991.0,31.118,0.112,632.946,9.642,1.547,1325.78,32.613,2.522,4.79,0.399,0.604,2.287,0.19,0.288,303.154,1.095,627.494,2.267,0.189,688.193,15087.336,82812.383,4039.844,419.759,2531.429,76780.469,7408.11,,7937.188,0.661,3.149,0.011,83.759,0.303,3.259,6.374,692.834,2.503,351.41,1.27,71.619,0.259,211.766,0.765,,,2196.681,1.867,1.717,3.193,2.025,1.526,0.87,3.157,0.503,2.219,1.001,8.6,1.232,,0.783,1.063,14.877,1.839,,3.288,0.012,0.04,0.053,0.001,1763.947,901.885,-5.452,-0.861
Indonesia,2022,IDN,278830527.0,3500093638879.0,28.877,0.104,758.021,125.074,19.761,1309.56,-16.22,-1.223,4.697,0.374,0.476,2.719,0.217,0.276,404.573,1.451,709.227,2.544,0.203,717.07,15845.356,84121.938,4444.417,422.922,2615.44,77332.016,7645.507,,9859.904,0.785,3.163,0.011,84.01,0.301,3.804,6.499,551.54,1.978,386.071,1.385,69.941,0.251,237.398,0.851,,,2749.242,1.829,2.02,3.095,2.619,1.536,0.894,3.156,0.543,2.19,1.003,8.615,1.247,,0.793,1.083,11.525,1.992,,3.303,0.012,0.04,0.054,0.001,1812.192,1060.769,-48.793,-6.437
Indonesia,2023,IDN,281190068.0,,30.868,0.11,762.358,4.337,0.572,1426.256,116.696,8.911,5.072,,0.512,2.711,,0.274,399.051,1.419,728.167,2.59,,747.939,16607.715,85548.195,4843.468,426.503,2707.076,77995.906,7882.73,,9904.812,,3.58,0.013,91.636,0.326,3.89,6.902,663.898,2.361,412.805,1.468,71.639,0.255,237.222,0.844,,,2785.135,2.004,2.001,3.329,2.552,1.551,0.917,3.159,0.581,2.162,1.008,8.643,1.26,,0.87,1.174,13.99,1.932,,3.323,0.013,0.041,0.055,0.001,1940.847,1093.872,-34.191,-4.485
Indonesia,2024,IDN,283487933.0,,30.018,0.106,812.22,49.863,6.541,1388.412,-37.844,-2.653,4.898,,0.465,2.865,,0.272,436.117,1.538,,,,777.956,17419.934,86936.609,5279.584,429.704,2806.777,78572.102,8125.913,,10528.601,,3.201,0.011,99.701,0.352,4.03,6.711,576.192,2.033,412.009,1.453,70.983,0.25,243.183,0.858,,,2984.731,2.038,2.104,3.215,2.759,1.565,0.942,3.16,0.621,2.133,1.015,8.663,1.274,,0.77,1.245,12.565,1.95,,3.341,0.013,0.041,0.056,0.001,1902.535,1142.432,,
Laos,2000,LAO,5431213.0,12209285510.0,0.037,0.007,0.96,0.115,13.565,49.728,14.16,39.809,9.156,4.073,9.873,0.177,0.079,0.191,0.04,0.007,2.999,0.552,0.246,0.181,15.269,1188.418,0.352,0.0,,2085.818,14.737,,927.386,0.413,0.0,0.0,,,0.399,9.395,48.768,8.979,6.343,1.168,1.676,0.309,0.883,0.163,,,5.037,0.005,0.004,0.157,0.0,0.001,0.001,0.066,0.0,0.0,,0.271,0.004,,0.0,,0.794,0.009,,0.095,0.0,0.001,0.001,0.0,51.024,2.166,2.039,212.287
Laos,2001,LAO,5521481.0,13005702889.0,0.037,0.007,1.059,0.099,10.284,48.701,-1.027,-2.066,8.82,3.745,9.066,0.192,0.081,0.197,0.051,0.009,3.062,0.555,0.235,0.218,16.329,1237.119,0.403,0.0,,2133.46,15.708,,972.886,0.413,0.0,0.0,,,0.411,9.249,47.642,8.628,6.561,1.188,1.725,0.312,0.971,0.176,,,5.372,0.005,0.004,0.156,0.001,0.001,0.002,0.067,0.0,0.0,,0.275,0.004,,0.0,,0.872,0.009,,0.096,0.0,0.001,0.001,0.0,51.069,2.272,2.003,189.139
Laos,2002,LAO,5610888.0,13872426080.0,0.096,0.017,1.166,0.107,10.064,51.565,2.864,5.881,9.19,3.717,9.158,0.208,0.084,0.207,0.084,0.015,3.328,0.593,0.24,0.314,17.494,1288.684,0.487,0.0,,2183.859,16.693,,1003.498,0.406,0.0,0.0,,,0.426,9.609,50.399,8.982,6.687,1.192,1.779,0.317,0.986,0.176,,,5.631,0.012,0.004,0.159,0.001,0.002,0.002,0.069,0.0,0.0,,0.28,0.004,,0.0,,0.827,0.01,,0.097,0.0,0.001,0.001,0.0,53.915,2.391,2.163,185.505
Laos,2003,LAO,5697944.0,14843718409.0,0.099,0.017,1.221,0.055,4.735,55.601,4.036,7.828,9.758,3.746,9.072,0.214,0.082,0.199,0.102,0.018,2.232,0.392,0.15,0.413,18.715,1344.285,0.59,0.0,,2238.24,17.712,,1075.667,0.413,0.0,0.0,,,0.44,9.844,54.38,9.544,6.854,1.203,1.836,0.322,1.019,0.179,,,6.129,0.012,0.004,0.159,0.001,0.002,0.002,0.07,0.0,0.0,,0.284,0.004,,0.0,,0.743,0.01,,0.097,0.0,0.001,0.001,0.0,56.091,2.507,1.011,82.841
Laos,2004,LAO,5781627.0,16000772290.0,0.099,0.017,1.282,0.062,5.039,62.825,7.224,12.992,10.866,3.926,9.913,0.222,0.08,0.202,0.125,0.022,2.584,0.447,0.161,0.512,19.998,1407.11,0.714,0.0,,2299.782,18.771,,1096.164,0.396,0.0,0.0,,,0.481,10.774,61.543,10.645,7.106,1.229,2.161,0.374,1.059,0.183,,,6.338,0.011,0.004,0.179,0.001,0.002,0.002,0.072,0.0,0.0,,0.29,0.005,,0.0,,0.955,0.01,,0.098,0.0,0.001,0.001,0.0,62.294,2.782,1.301,101.479
Laos,2005,LAO,5869531.0,17208611490.0,0.099,0.017,1.337,0.055,4.252,67.398,4.573,7.279,11.483,3.917,9.236,0.228,0.078,0.183,0.136,0.023,2.655,0.452,0.154,0.611,21.335,1474.508,0.85,0.0,,2365.844,19.874,,1243.305,0.424,0.0,0.0,,,0.469,11.183,66.061,11.255,7.006,1.194,2.045,0.348,1.103,0.188,,,7.298,0.01,0.005,0.19,0.001,0.003,0.002,0.075,0.0,0.0,,0.296,0.005,,0.0,,1.114,0.01,,0.099,0.0,0.001,0.001,0.0,65.641,2.752,1.318,98.596
Laos,2006,LAO,5963199.0,17176979638.0,0.156,0.026,1.757,0.42,31.437,60.147,-7.251,-10.759,10.086,3.502,6.654,0.295,0.102,0.194,0.187,0.031,3.398,0.57,0.198,0.767,23.092,1534.655,1.037,0.0,,2424.233,21.288,,1515.797,0.526,0.0,0.0,,,0.528,10.209,58.39,9.792,7.085,1.188,1.948,0.327,1.414,0.237,,,9.039,0.015,0.006,0.164,0.002,0.003,0.002,0.076,0.0,0.0,,0.301,0.005,,0.0,,0.968,0.013,,0.1,0.0,0.001,0.001,0.0,60.881,3.146,1.64,93.337
Laos,2007,LAO,6056237.0,20454811822.0,0.154,0.025,1.836,0.078,4.461,69.423,9.276,15.423,11.463,3.394,7.257,0.303,0.09,0.192,0.213,0.035,3.585,0.592,0.175,0.921,24.928,1604.079,1.249,0.0,,2491.821,22.758,,1579.572,0.468,0.0,0.0,,,0.588,11.467,67.588,11.16,7.38,1.219,2.373,0.392,1.469,0.243,,,9.566,0.014,0.006,0.187,0.002,0.004,0.002,0.078,0.0,0.0,,0.307,0.005,,0.0,,1.208,0.013,,0.101,0.0,0.001,0.001,0.0,69.445,3.564,1.749,95.298
Laos,2008,LAO,6148974.0,22210959976.0,0.153,0.025,2.131,0.296,16.104,74.574,5.15,7.419,12.128,3.358,7.015,0.347,0.096,0.2,0.297,0.048,4.266,0.694,0.192,1.074,27.059,1678.653,1.546,0.0,,2564.263,24.44,,1728.93,0.479,0.0,0.0,,,0.611,12.008,72.442,11.781,7.668,1.247,2.101,0.342,1.682,0.274,,,10.631,0.013,0.007,0.196,0.002,0.004,0.002,0.08,0.0,0.0,,0.314,0.005,,0.0,,1.217,0.015,,0.102,0.0,0.001,0.001,0.0,73.837,3.758,2.135,100.174
Laos,2009,LAO,6241649.0,24050843271.0,0.382,0.061,2.667,0.536,25.154,82.121,7.547,10.12,13.157,3.414,6.737,0.427,0.111,0.219,0.352,0.056,5.018,0.804,0.209,1.455,29.727,1760.773,1.898,0.0,,2643.717,26.373,,1952.968,0.507,0.0,0.0,,,0.705,12.755,79.453,12.73,8.006,1.283,2.24,0.359,1.934,0.31,,,12.19,0.033,0.008,0.216,0.003,0.005,0.002,0.083,0.0,0.0,,0.321,0.006,,0.0,,1.216,0.018,,0.104,0.0,0.001,0.001,0.0,79.615,4.399,2.35,88.112
Laos,2010,LAO,6334198.0,26198017296.0,0.458,0.072,3.001,0.333,12.499,66.636,-15.485,-18.857,10.52,2.544,4.869,0.474,0.115,0.219,0.638,0.101,2.522,0.398,0.096,1.913,32.727,1827.409,2.536,0.0,,2707.351,28.278,,2160.704,0.522,0.0,0.0,,,0.783,11.001,63.635,10.046,8.436,1.332,2.607,0.412,1.905,0.301,,,13.686,0.037,0.009,0.167,0.005,0.007,0.002,0.084,0.0,0.0,,0.326,0.006,,0.0,,0.976,0.017,,0.105,0.0,0.001,0.001,0.0,69.682,4.959,-0.479,-15.954
Laos,2011,LAO,6426592.0,28505277000.0,0.492,0.077,3.097,0.096,3.198,65.875,-0.761,-1.141,10.25,2.311,4.529,0.482,0.109,0.213,0.678,0.105,2.391,0.372,0.084,2.405,35.824,1893.284,3.214,0.0,,2770.129,30.206,,2263.163,0.51,0.0,0.0,,,0.759,11.056,62.778,9.768,8.228,1.28,2.269,0.353,1.927,0.3,,,14.544,0.037,0.009,0.161,0.005,0.008,0.003,0.086,0.0,0.0,,0.331,0.006,,0.0,,0.982,0.017,,0.105,0.0,0.001,0.001,0.0,71.05,4.88,-0.706,-22.784
Laos,2012,LAO,6518981.0,30756620000.0,0.566,0.087,3.328,0.232,7.477,73.697,7.823,11.875,11.305,2.396,4.436,0.511,0.108,0.2,0.714,0.11,2.667,0.409,0.087,2.971,39.153,1966.981,3.928,0.0,,2840.499,32.254,,2548.289,0.54,0.0,0.0,,,0.792,11.92,70.369,10.794,8.834,1.355,2.605,0.4,2.048,0.314,,,16.612,0.041,0.01,0.177,0.005,0.009,0.003,0.087,0.001,0.0,,0.337,0.007,,0.0,,1.053,0.018,,0.106,0.0,0.001,0.001,0.0,77.706,5.165,-0.661,-19.864
